date,I_raw,I_corr,E_hm3,reserva,n_valid,ref_ceh,dam
2000-09-01,-0.01603360000000105,0.04950539238758375,0.0655389923875848,8.1311,30,5039,QUIEBRAJANO
2000-10-01,0.03477919999999992,0.07265007319850743,0.0378708731985075,7.87141935483871,31,5039,QUIEBRAJANO
2000-11-01,0.3102032000000004,0.3306003979751433,0.020397197975142844,7.7467999999999995,30,5039,QUIEBRAJANO
2000-12-01,3.5153375999999996,3.529967826860386,0.014630226860386354,8.243,31,5039,QUIEBRAJANO
2001-01-01,7.496542400000002,7.516828215829318,0.020285815829316003,13.474483870967742,31,5039,QUIEBRAJANO
2001-02-01,3.639886399999998,3.676872399431475,0.03698599943147658,19.349785714285712,28,5039,QUIEBRAJANO
2001-03-01,8.508848,8.587845884934376,0.07899788493437658,26.15432258064516,31,5039,QUIEBRAJANO
2001-04-01,0.7974720000000001,0.896776450644412,0.09930445064441201,28.237366666666667,30,5039,QUIEBRAJANO
2001-05-01,0.7104032000000015,0.8591620277231291,0.1487588277231276,27.954225806451614,31,5039,QUIEBRAJANO
2001-06-01,-0.06780959999999947,0.12744610884948768,0.19525570884948718,27.52583333333333,30,5039,QUIEBRAJANO
2001-07-01,-0.15976480000000234,0.07032341213735056,0.23008821213735292,26.296096774193547,31,5039,QUIEBRAJANO
2001-08-01,-0.09819839999999813,0.1058554159516769,0.20405381595167502,24.90667741935484,31,5039,QUIEBRAJANO
2001-09-01,-0.059086400000001905,0.07383034045805087,0.13291674045805277,23.4844,30,5039,QUIEBRAJANO
2001-10-01,0.05210240000000263,0.1278978869937488,0.07579548699374615,22.28777419354839,31,5039,QUIEBRAJANO
2001-11-01,-0.010659200000000257,0.029203975119256268,0.03986317511925653,21.166099999999997,30,5039,QUIEBRAJANO
2001-12-01,0.3032031999999971,0.32966921901028673,0.026466019010289606,20.02564516129032,31,5039,QUIEBRAJANO
2002-01-01,0.08697760000000004,0.11278874151770882,0.025811141517708767,19.287000000000003,31,5039,QUIEBRAJANO
2002-02-01,-0.012943999999997423,0.022832582451119687,0.03577658245111711,18.4035,28,5039,QUIEBRAJANO
2002-03-01,0.6357599999999987,0.6970525263168202,0.06129252631682158,17.854387096774193,31,5039,QUIEBRAJANO
2002-04-01,1.9128240000000019,1.9881493485468427,0.07532534854684081,18.657366666666668,30,5039,QUIEBRAJANO
2002-05-01,0.2158576000000005,0.3315059254277865,0.115648325427786,19.16164516129032,31,5039,QUIEBRAJANO
2002-06-01,-0.08476800000000327,0.06567734357478801,0.15044534357479128,18.616699999999998,30,5039,QUIEBRAJANO
2002-07-01,-0.12443519999999685,0.05172580751262356,0.1761610075126204,17.61709677419355,31,5039,QUIEBRAJANO
2002-08-01,-0.07876000000000045,0.07422176308836356,0.15298176308836403,16.16883870967742,31,5039,QUIEBRAJANO
2002-09-01,-0.0437808000000008,0.05542931211267514,0.09921011211267594,15.1441,30,5039,QUIEBRAJANO
2002-10-01,-0.020692799999999158,0.03590056690628283,0.056593366906281986,14.379806451612904,31,5039,QUIEBRAJANO
2002-11-01,0.3402047999999984,0.37007180463169786,0.029867004631699463,13.726433333333334,30,5039,QUIEBRAJANO
2002-12-01,1.213337600000001,1.2339915615236958,0.020653961523694822,13.80558064516129,31,5039,QUIEBRAJANO
2003-01-01,3.4902719999999996,3.5124508886947514,0.02217888869475193,15.369806451612904,31,5039,QUIEBRAJANO
2003-02-01,2.998089600000002,3.0324732212169816,0.03438362121697986,17.341392857142857,28,5039,QUIEBRAJANO
2003-03-01,3.1229167999999987,3.1898562630033633,0.06693946300336474,20.37961290322581,31,5039,QUIEBRAJANO
2003-04-01,1.717099200000001,1.8013663478929478,0.08426714789294683,22.0733,30,5039,QUIEBRAJANO
2003-05-01,0.34391519999999787,0.4711468701045418,0.12723167010454395,22.111612903225808,31,5039,QUIEBRAJANO
2003-06-01,-0.033846399999998285,0.13000976377967666,0.16385616377967496,21.161099999999998,30,5039,QUIEBRAJANO
2003-07-01,-0.03220160000000202,0.15866612005120506,0.19086772005120708,19.86841935483871,31,5039,QUIEBRAJANO
2003-08-01,-0.08481439999999979,0.08212860351125911,0.1669430035112589,18.43174193548387,31,5039,QUIEBRAJANO
2003-09-01,0.03826560000000016,0.1458967575469179,0.10763115754691774,17.112933333333334,30,5039,QUIEBRAJANO
2003-10-01,0.06137280000000202,0.12277604384103016,0.06140324384102813,16.251387096774195,31,5039,QUIEBRAJANO
2003-11-01,0.4441215999999992,0.4765953834008517,0.032473783400852545,15.562233333333333,30,5039,QUIEBRAJANO
2003-12-01,1.1861951999999993,1.2086757839648608,0.022480583964861287,15.67690322580645,31,5039,QUIEBRAJANO
2004-01-01,1.3580351999999996,1.3804139683616337,0.02237876836163411,15.570870967741936,31,5039,QUIEBRAJANO
2004-02-01,1.440049600000003,1.4748296243079027,0.034780024307899816,16.73551724137931,29,5039,QUIEBRAJANO
2004-03-01,1.7810848,1.843144903355533,0.06206010335553298,18.191548387096773,31,5039,QUIEBRAJANO
2004-04-01,2.141118399999997,2.220286953369784,0.07916855336978727,20.101433333333333,30,5039,QUIEBRAJANO
2004-05-01,2.6560544000000004,2.782506112440335,0.1264517124403347,21.91164516129032,31,5039,QUIEBRAJANO
2004-06-01,0.6401904000000032,0.8134115075307761,0.17322110753077286,23.0,30,5039,QUIEBRAJANO
2004-07-01,-0.08282240000000027,0.12584409800342627,0.20866649800342657,22.71,31,5039,QUIEBRAJANO
2004-08-01,-0.11374560000000122,0.07419134934436347,0.1879369493443647,22.014193548387098,31,5039,QUIEBRAJANO
2004-09-01,-0.035966400000001585,0.08850874383330251,0.12447514383330409,21.282533333333333,30,5039,QUIEBRAJANO
2004-10-01,-0.010911999999998475,0.06063597138491691,0.07154797138491538,20.44067741935484,31,5039,QUIEBRAJANO
2004-11-01,-0.03306079999999957,0.004914127881876288,0.037974927881875856,19.679633333333335,30,5039,QUIEBRAJANO
2004-12-01,-0.009654400000000783,0.015849530543733184,0.02550393054373397,18.94383870967742,31,5039,QUIEBRAJANO
2005-01-01,0.012132800000000565,0.03662281834716462,0.02449001834716405,17.825709677419354,31,5039,QUIEBRAJANO
2005-02-01,0.0052112000000010955,0.03910901690910154,0.033897816909100445,16.97292857142857,28,5039,QUIEBRAJANO
2005-03-01,-0.02097759999999942,0.03694786311823314,0.057925463118232566,16.403709677419354,31,5039,QUIEBRAJANO
2005-04-01,-0.03989760000000231,0.027551649996714913,0.06744924999671723,15.806933333333335,30,5039,QUIEBRAJANO
2005-05-01,-0.05181919999999921,0.04601866380105341,0.09783786380105262,14.911129032258065,31,5039,QUIEBRAJANO
2005-06-01,-0.08188800000000065,0.04191486758596835,0.123802867585969,13.898233333333334,30,5039,QUIEBRAJANO
2005-07-01,-0.08366879999999972,0.05866834797922418,0.1423371479792239,12.795483870967743,31,5039,QUIEBRAJANO
2005-08-01,-0.08113759999999937,0.04260519547339203,0.1237427954733914,11.762451612903227,31,5039,QUIEBRAJANO
2005-09-01,-0.03271839999999972,0.046687534501425966,0.07940593450142569,10.844533333333334,30,5039,QUIEBRAJANO
2005-10-01,-0.019809600000000316,0.02466019338145695,0.04446979338145727,10.016677419354838,31,5039,QUIEBRAJANO
2005-11-01,-0.016001599999999602,0.0070342739379695846,0.023035873937969187,9.298366666666668,30,5039,QUIEBRAJANO
2005-12-01,0.016943999999999636,0.03192723530896332,0.01498323530896368,8.53083870967742,31,5039,QUIEBRAJANO
2006-01-01,0.003937600000000079,0.01814608512400583,0.01420848512400575,7.877677419354838,31,5039,QUIEBRAJANO
2006-02-01,0.10298719999999989,0.12251524504041059,0.019528045040410683,7.421392857142857,28,5039,QUIEBRAJANO
2006-03-01,1.3619344000000004,1.3973798439793181,0.03544544397931778,7.854,31,5039,QUIEBRAJANO
2006-04-01,0.31514399999999926,0.3598609316534357,0.044716931653436424,8.532566666666666,30,5039,QUIEBRAJANO
2006-05-01,0.009748799999999839,0.07598148176358885,0.066232681763589,8.305,31,5039,QUIEBRAJANO
2006-06-01,-0.04490079999999926,0.04003693260881227,0.08493773260881153,7.897866666666667,30,5039,QUIEBRAJANO
2006-07-01,-0.08491680000000036,0.011290489011325185,0.09620728901132555,7.111129032258065,31,5039,QUIEBRAJANO
2006-08-01,-0.06202239999999996,0.020929368230267843,0.0829517682302678,6.455967741935484,31,5039,QUIEBRAJANO
2006-09-01,0.13992640000000042,0.1931872134191282,0.053260813419127764,5.957533333333333,30,5039,QUIEBRAJANO
2006-10-01,-0.006955200000000217,0.022721691225740612,0.02967689122574083,5.460645161290323,31,5039,QUIEBRAJANO
2006-11-01,0.0018239999999998201,0.01709500554453357,0.01527100554453375,5.018966666666667,30,5039,QUIEBRAJANO
2006-12-01,-0.0009663999999993747,0.00874376338830343,0.009710163388302804,4.451225806451613,31,5039,QUIEBRAJANO
2007-01-01,-0.008326400000000032,0.00045686632931164425,0.008783266329311675,3.829838709677419,31,5039,QUIEBRAJANO
2007-02-01,0.27220800000000017,0.28436569721973354,0.012157697219733405,3.6457142857142855,28,5039,QUIEBRAJANO
2007-03-01,0.0859295999999996,0.10779500770942196,0.021865407709422368,3.8042580645161292,31,5039,QUIEBRAJANO
2007-04-01,0.1868688000000003,0.2127737303766614,0.025904930376661105,3.7622333333333335,30,5039,QUIEBRAJANO
2007-05-01,0.7130240000000003,0.7550137486645717,0.04198974866457141,4.193516129032258,31,5039,QUIEBRAJANO
2007-06-01,-0.02588960000000071,0.030341310400863533,0.05623091040086425,4.254033333333333,30,5039,QUIEBRAJANO
2007-07-01,-0.061097599999999606,0.004212771465727071,0.06531037146572669,3.9769032258064514,31,5039,QUIEBRAJANO
2007-08-01,-0.056067200000000234,0.0007297937820844797,0.05679699378208471,3.657677419354839,31,5039,QUIEBRAJANO
2007-09-01,-0.03112159999999995,0.004991373695133627,0.036112973695133575,3.3261333333333334,30,5039,QUIEBRAJANO
2007-10-01,-0.00706399999999972,0.0127894750050979,0.01985347500509762,2.9883225806451614,31,5039,QUIEBRAJANO
2007-11-01,-0.003092800000000123,0.006950105560491906,0.010042905560492029,2.676833333333333,30,5039,QUIEBRAJANO
2007-12-01,0.005980800000000255,0.012412207085646953,0.006431407085646696,2.399193548387097,31,5039,QUIEBRAJANO
2008-01-01,0.01213760000000002,0.018220916316156154,0.006083316316156133,2.2071612903225803,31,5039,QUIEBRAJANO
2008-02-01,-0.005188800000000073,0.002935638101318548,0.008124438101318621,1.889758620689655,29,5039,QUIEBRAJANO
2008-03-01,-0.0099728000000001,0.0025019305475317308,0.01247473054753183,1.6398387096774194,31,5039,QUIEBRAJANO
2008-04-01,1.1457952,1.1615487462113312,0.01575354621133115,1.7985,30,5039,QUIEBRAJANO
2008-05-01,0.2613824000000001,0.29173702043025934,0.03035462043025921,2.5768709677419355,31,5039,QUIEBRAJANO
2008-06-01,-0.031217600000000116,0.008650544319685826,0.039868144319685946,2.5400666666666667,30,5039,QUIEBRAJANO
2008-07-01,-0.04893279999999982,-0.00446304198120236,0.04446975801879746,2.234387096774194,31,5039,QUIEBRAJANO
2008-08-01,-0.048748799999999884,-0.009551299555459738,0.03919750044454015,2.096967741935484,31,5039,QUIEBRAJANO
2008-09-01,0.008195199999999922,0.0336697194911814,0.02547451949118148,1.9704666666666666,30,5039,QUIEBRAJANO
2008-10-01,-0.010971199999999967,0.0035289411923636513,0.01450014119236362,1.8649354838709677,31,5039,QUIEBRAJANO
2008-11-01,0.02206879999999985,0.029764218926254946,0.007695418926255094,1.7952666666666666,30,5039,QUIEBRAJANO
2008-12-01,0.46298720000000004,0.46864152818505833,0.005654328185058266,1.9805806451612902,31,5039,QUIEBRAJANO
2009-01-01,1.8310000000000004,1.837967823723983,0.006967823723982481,2.721225806451613,31,5039,QUIEBRAJANO
2009-02-01,4.8690544,4.888522099873928,0.019467699873927807,7.4389642857142855,28,5039,QUIEBRAJANO
2009-03-01,3.2471104,3.2915914369474777,0.044481036947477876,11.054129032258064,31,5039,QUIEBRAJANO
2009-04-01,0.8060367999999998,0.8638685272543997,0.057831727254399994,12.550066666666668,30,5039,QUIEBRAJANO
2009-05-01,0.1594160000000007,0.24901843837752102,0.08960243837752034,13.067806451612904,31,5039,QUIEBRAJANO
2009-06-01,-0.18889600000000062,-0.07056112931130168,0.11833487068869895,12.986633333333334,30,5039,QUIEBRAJANO
2009-07-01,-0.3929088000000001,-0.25159265577867806,0.14131614422132205,12.656935483870969,31,5039,QUIEBRAJANO
2009-08-01,-0.3931279999999987,-0.2662907886444778,0.12683721135552092,12.205548387096774,31,5039,QUIEBRAJANO
2009-09-01,-0.35111200000000065,-0.26735618557814944,0.08375581442185125,11.746833333333333,30,5039,QUIEBRAJANO
2009-10-01,0.09380320000000064,0.1421918928633221,0.04838869286332146,11.368677419354837,31,5039,QUIEBRAJANO
2009-11-01,0.06327839999999878,0.08887990362621323,0.02560150362621446,10.893733333333333,30,5039,QUIEBRAJANO
2009-12-01,5.1889232,5.207069587465173,0.01814638746517337,11.396548387096775,31,5039,QUIEBRAJANO
2010-01-01,12.839396800000003,12.868352106521359,0.028955306521356652,23.032258064516128,31,5039,QUIEBRAJANO
2010-02-01,9.2710304,9.319376305248609,0.048345905248609655,28.911857142857144,28,5039,QUIEBRAJANO
2010-03-01,6.677135999999998,6.762981112426554,0.08584511242655582,29.59506451612903,31,5039,QUIEBRAJANO
2010-04-01,1.295145600000003,1.3967571194536437,0.10161151945364053,29.22873333333333,30,5039,QUIEBRAJANO
2010-05-01,0.4983695999999973,0.650390868625038,0.15202126862504078,28.878806451612906,31,5039,QUIEBRAJANO
2010-06-01,0.02933760000000108,0.22811894954599699,0.1987813495459959,28.27446666666667,30,5039,QUIEBRAJANO
2010-07-01,-0.2409071999999981,-0.004815722836423573,0.23609147716357454,27.33151612903226,31,5039,QUIEBRAJANO
2010-08-01,-0.18160800000000252,0.02982688877364441,0.2114348887736469,26.269451612903225,31,5039,QUIEBRAJANO
2010-09-01,-0.11264959999999798,0.0268492495462323,0.13949884954623026,25.24973333333333,30,5039,QUIEBRAJANO
2010-10-01,0.015118399999999893,0.09545080757748846,0.08033240757748857,24.318225806451615,31,5039,QUIEBRAJANO
2010-11-01,0.7290576000000004,0.7720806336495235,0.0430230336495231,23.731133333333332,30,5039,QUIEBRAJANO
2010-12-01,5.125015999999998,5.156518734402815,0.03150273440281655,26.015838709677418,31,5039,QUIEBRAJANO
2011-01-01,2.4307600000000007,2.463721741910375,0.03296174191037469,27.833870967741937,31,5039,QUIEBRAJANO
2011-02-01,2.8631072000000004,2.9114405600887148,0.04833336008871457,28.899857142857144,28,5039,QUIEBRAJANO
2011-03-01,3.9920272000000008,4.076778707399842,0.08475150739984108,29.03106451612903,31,5039,QUIEBRAJANO
2011-04-01,3.5691856,3.6685287510634597,0.09934315106345969,28.2541,30,5039,QUIEBRAJANO
2011-05-01,2.210124800000001,2.3600893093175617,0.1499645093175605,28.294806451612903,31,5039,QUIEBRAJANO
2011-06-01,0.2431759999999972,0.441220037799958,0.19804403779996083,28.117166666666666,30,5039,QUIEBRAJANO
2011-07-01,-0.11059999999999934,0.12529020031508012,0.23589020031507946,27.296451612903223,31,5039,QUIEBRAJANO
2011-08-01,-0.1807455999999989,0.03075560063777511,0.21150120063777403,26.281903225806452,31,5039,QUIEBRAJANO
2011-09-01,-0.1557456000000018,-0.016168703513190316,0.13957689648681149,25.270933333333335,30,5039,QUIEBRAJANO
2011-10-01,-0.12345759999999961,-0.04330774385796813,0.08014985614203149,24.23551612903226,31,5039,QUIEBRAJANO
2011-11-01,0.02668000000000071,0.06936966075906166,0.04268966075906096,23.456,30,5039,QUIEBRAJANO
2011-12-01,-0.025406399999998004,0.003346240187468051,0.028752640187466056,22.676032258064517,31,5039,QUIEBRAJANO
2012-01-01,-0.022236800000000223,0.00577399305122709,0.028010793051227313,21.804032258064513,31,5039,QUIEBRAJANO
2012-02-01,-0.04174719999999993,-0.0012381706567067977,0.04050902934329313,21.035999999999998,29,5039,QUIEBRAJANO
2012-03-01,-0.08814239999999943,-0.021059887837265027,0.0670825121627344,20.443225806451615,31,5039,QUIEBRAJANO
2012-04-01,0.309863999999999,0.38891408583762604,0.07905008583762708,20.0551,30,5039,QUIEBRAJANO
2012-05-01,0.5040383999999989,0.6235922793325934,0.11955387933259454,20.140419354838713,31,5039,QUIEBRAJANO
2012-06-01,-0.1485488000000004,0.007770425083089145,0.15631922508308954,19.717433333333336,30,5039,QUIEBRAJANO
2012-07-01,-0.23559359999999907,-0.05008599513541854,0.1855076048645805,19.03641935483871,31,5039,QUIEBRAJANO
